week_date,actual,in_sample,oos_val,is_live,pred_persistence,pred_hgb,pred_rf,pred_gbm,pred_elasticnet,pred_ridge,pred_ensemble
2002-12-16,1.371,1,0,0,1.322,1.3702482206695483,1.3725078530469574,1.360191186110319,1.4303230900164148,1.3177307198596795,1.3634002310291145
2002-12-23,1.417,1,0,0,1.371,1.407670106266733,1.4078013855390894,1.3989367525531373,1.4564080606072904,1.4044003967047907,1.4120601544923574
2002-12-30,1.412,1,0,0,1.417,1.427460024630682,1.4250647272904204,1.4297011643156587,1.4920416241503753,1.4387433121324802,1.4402721640664402
2003-01-06,1.423,1,0,0,1.412,1.423670855215887,1.4380625577618733,1.422330395452161,1.5080300975067589,1.423284271515372,1.4377720342914526
2003-01-13,1.422,1,0,0,1.423,1.425094545427382,1.4415782552378786,1.4365644292128852,1.5214801269677662,1.4288757714921572,1.4453722357201066
2003-01-20,1.437,1,0,0,1.422,1.4349180582092689,1.4527948390403012,1.445985414877539,1.525835804950295,1.4409830662133727,1.4550680902011064
2003-01-27,1.499,1,0,0,1.437,1.481493836577939,1.484611818183665,1.468880950239452,1.5359795555714817,1.4689151607961712,1.483789406439429
2003-02-03,1.582,1,0,0,1.499,1.5639604066802983,1.5393245165364926,1.5402377059961416,1.5637960262683919,1.55702442336161,1.5532674788623384
2003-02-10,1.63,1,0,0,1.582,1.630888490908634,1.5978845857196597,1.6273261680706834,1.6176219791014683,1.630622952629376,1.6236088125096477
2003-02-17,1.617,1,0,0,1.63,1.6179130671891178,1.6135956169267658,1.6180056279966546,1.671333716046755,1.6772266446147506,1.6408822333523885
2003-02-24,1.641,1,0,0,1.617,1.6441228481299242,1.6331622466185334,1.6362731032848856,1.6965587351542162,1.68484428301563,1.6593236343200846
2003-03-03,1.663,1,0,0,1.641,1.665810515756999,1.6475800635018643,1.6504452217501597,1.7137375178447385,1.680966274737139,1.6709061185671186
2003-03-10,1.673,1,0,0,1.663,1.667371103137476,1.6552739253124964,1.6591970000753968,1.7288910568801574,1.6766639975661182,1.6754666434998917
2003-03-17,1.626,1,0,0,1.673,1.6419818936128463,1.6503524861760122,1.6602947199585514,1.743708615558064,1.7059715603764452,1.6793613950497597
2003-03-24,1.577,1,0,0,1.626,1.586780222951752,1.6099000158570496,1.6030770250048305,1.7266173225850858,1.6586512528762087,1.6334069702658816
2003-03-31,1.557,1,0,0,1.577,1.5411591353149303,1.5537348143221732,1.541407332451202,1.6857280776547687,1.6065021519422786,1.581609125497661
2003-04-07,1.521,1,0,0,1.557,1.5299695879599864,1.525371734014992,1.5321289558929445,1.6628585670382958,1.56722966888642,1.5594803834704027
2003-04-14,1.504,1,0,0,1.521,1.5037974498221756,1.5037848270441159,1.4989301070177639,1.6281380111075736,1.5321316482614804,1.5286517604922683
2003-04-21,1.486,1,0,0,1.504,1.49083330337785,1.4784821086605873,1.4949137977295845,1.6075979995597003,1.4923218750336293,1.50798214556978
2003-04-28,1.441,1,0,0,1.486,1.461475755782902,1.4616621368308624,1.472189785503849,1.5934588623776094,1.496507665257005,1.4929136775956038
2003-05-05,1.427,1,0,0,1.441,1.4301097002031815,1.4537256037004052,1.4360351707019756,1.5564817029584757,1.4473497589488735,1.4580400086046899
2003-05-12,1.444,1,0,0,1.427,1.4418912657130458,1.4475991226576967,1.4460073900628283,1.5374062821512602,1.4492057993069376,1.4598033283936158
2003-05-19,1.439,1,0,0,1.444,1.439981583892205,1.443169514759311,1.4455403807940228,1.535415025053949,1.4675905022534623,1.4632026213717693
2003-05-26,1.428,1,0,0,1.439,1.436084222892171,1.4432972607347625,1.447588980581509,1.5358951063077213,1.4597685243047342,1.460863305363207
2003-06-02,1.456,1,0,0,1.428,1.4520532108969644,1.4604716565760965,1.4544969170470492,1.5321095445723838,1.4489259180135,1.4648876857333695
2003-06-09,1.48,1,0,0,1.456,1.4658482491562665,1.46384029790868,1.4628927886928063,1.5439977677748558,1.4654779997929457,1.4764645757671075
2003-06-16,1.451,1,0,0,1.48,1.4717648358605433,1.4613416683303748,1.4835274204148812,1.5608160608137807,1.5065449873203163,1.4955578456544387
2003-06-23,1.443,1,0,0,1.451,1.441006915889507,1.4606172391385497,1.446490978206764,1.5574438325445832,1.475364873053722,1.4713015796498392
2003-06-30,1.448,1,0,0,1.443,1.442088665693271,1.4535301382345338,1.435973981498271,1.547974794921858,1.4351570754460967,1.4561767112399144
2003-07-07,1.489,1,0,0,1.448,1.4819762462941306,1.4669513867273865,1.4637687962791024,1.5470598826422235,1.4762674398461524,1.4839267887453251
2003-07-14,1.496,1,0,0,1.489,1.4996309402233743,1.4847447402467646,1.5029150781171223,1.5630278576748942,1.504849309045172,1.5092600260769804
2003-07-21,1.488,1,0,0,1.496,1.4972807798674121,1.4936137421346254,1.5043145102468887,1.5786635617039233,1.5159939236626994,1.51550632505907
2003-07-28,1.516,1,0,0,1.488,1.520212490928212,1.505891989368891,1.5144695552659848,1.583783426157332,1.5177556434561994,1.5258110875427646
2003-08-04,1.55,1,0,0,1.516,1.5390870507972603,1.5226813269211577,1.530697501961128,1.5938705244628142,1.5427535949309161,1.544078122423272
2003-08-11,1.594,1,0,0,1.55,1.5992302161649896,1.5721177163258935,1.592704483064574,1.6176376850927754,1.5587796165310062,1.586240760486959
2003-08-18,1.693,1,0,0,1.594,1.6664909364739904,1.6483256459304612,1.6547588908653312,1.648679839738494,1.6138899550429182,1.644874488238473
2003-08-25,1.688,1,0,0,1.693,1.6986147257651938,1.6656514556101305,1.690097376424927,1.7061037232029754,1.7213786825739514,1.699311250941181
2003-09-01,1.653,1,0,0,1.688,1.669405279998296,1.6477877034823625,1.6656687978055091,1.7381694770734235,1.698629572106623,1.6835812422791352
2003-09-08,1.636,1,0,0,1.653,1.641690294556169,1.64034810646446,1.6439856195370657,1.737875136203392,1.6301506762926095,1.6533964696954975
2003-09-15,1.58,1,0,0,1.636,1.5789494662398305,1.6028997208902762,1.5947884462888529,1.7215711591120795,1.5800974473168794,1.6074643203000996
2003-09-22,1.524,1,0,0,1.58,1.5422868669206098,1.5493402535333336,1.5305327361575771,1.6872356950505063,1.5210335353203186,1.5565492343524037
2003-09-29,1.511,1,0,0,1.524,1.5003849850673763,1.5127480482921731,1.495836460505345,1.6430522806235195,1.4813140270236356,1.517277601019681
2003-10-06,1.515,1,0,0,1.511,1.500579549958485,1.5063437779556432,1.4948202697254993,1.617144058146043,1.4534649281539953,1.5050622136029415
2003-10-13,1.527,1,0,0,1.515,1.5148672374536958,1.5100132177789658,1.5171047089629657,1.608470379110266,1.4962940233814412,1.523863933110902
2003-10-20,1.499,1,0,0,1.527,1.50519338226759,1.5154513160718215,1.5085014194558628,1.612407945471691,1.5176633005452522,1.5266196300915849
2003-10-27,1.494,1,0,0,1.499,1.4984262498262522,1.5120924616076241,1.5085551056200173,1.6007610224190294,1.4956449575128374,1.5171832619666832
2003-11-03,1.464,1,0,0,1.494,1.4897202099688558,1.4723919266650332,1.4862697722785296,1.5926106373976632,1.4923350320981883,1.502660024248153
2003-11-10,1.459,1,0,0,1.464,1.4552774166703257,1.4673094125684119,1.4563327093762737,1.5736790384996395,1.4487150071121524,1.473094882952128
2003-11-17,1.478,1,0,0,1.459,1.450103874272891,1.4717140985971382,1.4472738391276923,1.5651160976367648,1.4509191563831516,1.469709757787967
2003-11-24,1.454,1,0,0,1.478,1.4710911934625666,1.47109313736898,1.4780213231939523,1.5689776671484115,1.4885293827445942,1.4919120124444276
2003-12-01,1.441,1,0,0,1.454,1.4500715431387856,1.4548025533910856,1.4492409648132731,1.5580434410550754,1.4609285186022436,1.4694806544333492
2003-12-08,1.433,1,0,0,1.441,1.4389441386101558,1.449488591905252,1.4398456207937236,1.5490950219696702,1.4567301324425614,1.4616747216250923
2003-12-15,1.459,1,0,0,1.433,1.4573563257144182,1.4563314614655003,1.455543449758997,1.543726942686412,1.4457711618759763,1.466661508638944
2003-12-22,1.454,1,0,0,1.459,1.4690864162561539,1.4592126582373983,1.4714952454847987,1.5515194141116693,1.489862038784884,1.4860969199368728
